household_ID,pairing,average_consumption
ID0942,Own - None,104.52
ID0943,Own - None,116.0
ID0944,Rent - Not Specified,259.76
ID0945,Own - None,81.2
ID0946,Own - None,38.44
ID0947,Own - None,24.2
ID0948,Own - None,115.48
ID0949,Own - None,71.04
ID0950,Own - None,84.84
ID0951,Own - None,216.92
ID0952,Own - None,117.48
ID0953,Own - None,118.12
ID0954,Own - Renters,131.72727272727272
ID0955,Own - None,120.36
ID0956,Own - None,129.68
ID0957,Own - None,169.64
ID0958,Own - None,127.96
ID0959,Own - Boarders,134.72
ID0960,Own - Renters,51.84
ID0961,Own - None,155.24
ID0962,Own - None,92.52
ID0963,Own - None,76.88
ID0964,Own - None,116.44
ID0965,Own - None,325.84
ID0966,Own - None,136.68
ID0967,Rent Free - Not Specified,75.04
ID0968,Own - None,105.16
ID0969,Own - None,133.84
ID0970,Own - None,59.08
ID0971,Own - None,92.68
ID0972,Rent - Not Specified,93.76
ID0973,Own - None,160.4
ID0974,Own - None,81.12
ID0975,Own - None,1227.72
ID0976,Own - None,224.0
ID0977,Rent - Not Specified,134.88
ID0978,Rent - Not Specified,79.76
ID0979,Own - None,103.52
ID0980,Own - None,281.88
ID0981,Own - None,132.96
ID0982,Own - None,554.48
ID0983,Own - None,342.68
ID0984,Own - None,105.52
ID0985,Own - None,186.12
ID0986,Own - None,249.08
ID0987,Own - None,325.0
ID0988,Rent - Not Specified,84.48
ID0989,Own - None,44.04
ID0990,Own - None,77.52
ID0991,Rent - Not Specified,62.92
ID0992,Own - None,50.92
ID0993,Own - None,93.56
ID0994,Own - None,147.48
ID0995,Rent - Not Specified,54.44
ID0996,Own - None,40.28
ID0997,Own - None,73.88
ID0998,Own - None,60.04
ID0999,Own - None,79.28
ID1000,Own - None,58.72
ID1001,Own - None,86.875
ID1002,Own - None,80.0
ID1003,Own - None,139.0
ID1004,Own - None,22.64
ID1005,Own - None,81.72
ID1006,Own - None,101.08
ID1007,Own - None,113.28
ID1008,Rent - Not Specified,102.84
ID1009,Own - None,206.28
ID1010,Own - None,83.08
ID1011,Own - None,95.4
ID1012,Own - None,53.72
ID1013,Own - None,140.88
ID1014,Own - None,25.64
ID1015,Own - Renters,75.92
ID1016,Own - None,110.12
ID1017,Own - None,126.2
ID1018,Own - None,66.4
ID1019,Own - None,84.84
ID1020,Own - None,55.8
ID1021,Own - None,42.64
ID1022,Rent - Not Specified,67.68
ID1023,Own - None,86.36
ID1024,Rent - Not Specified,121.52
ID1025,Own - None,147.92
ID1026,Own - None,61.44
ID1027,Own - None,111.12
ID1028,Own - None,204.68
ID1029,Rent - Not Specified,85.92
ID1030,Own - None,146.64
ID1031,Own - None,125.68
ID1032,Own - None,78.36
ID1033,Own - None,58.08
ID1034,Own - None,100.12
ID1035,Own - None,38.16
ID1036,Own - None,97.6
ID1037,Own - None,85.28
ID1038,Rent - Not Specified,96.72
ID1039,Own - None,169.64
ID1040,Own - None,155.88
ID1041,Rent - Not Specified,76.0
ID1042,Own - None,122.33333333333333
ID1043,Own - None,176.68
ID1044,Own - None,102.48
ID1045,Own - None,9.24
ID1046,Own - None,200.92
ID1047,Own - None,75.0
ID1048,Own - None,57.04
ID1049,Own - None,89.6
ID1050,Rent - Not Specified,100.16
ID1051,Own - None,360.52
ID1052,Own - None,90.8
ID1053,Own - None,152.36
ID1054,Own - None,278.6666666666667
ID1055,Own - None,86.28
ID1056,Own - None,94.70833333333333
ID1057,Rent - Not Specified,159.88
ID1058,Own - None,105.68
ID1059,Own - None,101.48
ID1060,Rent - Not Specified,35.36
ID1061,Own - None,53.76
ID1062,Own - None,100.92
ID1063,Own - None,34.36
ID1064,Own - None,55.19047619047619
ID1065,Own - None,146.44
ID1066,Own - None,122.16
ID1067,Own - None,129.4
ID1068,Own - None,77.52
ID1069,Own - None,66.12
ID1070,Own - None,96.88
ID1071,Own - None,206.48
ID1072,Rent - Not Specified,89.04
ID1073,Own - None,91.92
ID1074,Own - None,166.65217391304347
ID1075,Own - None,47.68
ID1076,Own - None,68.24
ID1077,Rent - Not Specified,87.84
ID1078,Own - None,174.92
ID1079,Own - None,362.28
ID1080,Own - None,110.52
ID1081,Own - None,101.64
ID1082,Own - None,39.95652173913044
ID1083,Own - None,116.84
ID1084,Rent Free - Not Specified,263.28
ID1085,Own - None,58.64
ID1086,Own - None,164.52631578947367
ID1087,Own - Boarders,101.88
ID1088,Own - None,80.95833333333333
ID1089,Own - None,208.76
ID1090,Own - None,66.56
ID1091,Own - None,122.0
ID1092,Own - None,98.16
ID1093,Rent - Not Specified,75.2
ID1094,Own - None,383.72
ID1095,Own - None,56.8
ID1096,Own - None,125.6
ID1097,Own - None,206.65217391304347
ID1098,Own - None,84.25
ID1099,Own - None,22.08
ID1100,Own - None,128.4
ID1101,Own - None,251.48
ID1102,Own - None,143.2
ID1103,Own - None,125.96
ID1104,Own - None,58.68
ID1105,Own - None,79.4
ID1106,Own - None,94.8
ID1107,Own - Boarders,79.92
ID1108,Own - None,249.64
ID1109,Own - None,27.36
ID1110,Own - None,178.64
ID1111,Own - None,231.12
ID1112,Own - None,43.16
ID1113,Own - None,59.88
ID1114,Own - None,235.88
ID1115,Rent - Not Specified,139.52
ID1116,Own - None,53.0
ID1117,Own - None,109.77272727272727
ID1118,Own - None,59.28
ID1119,Own - None,63.96
ID1120,Own - None,33.12
ID1121,Own - None,188.8
ID1122,Rent - Not Specified,113.76
ID1123,Own - None,93.76
ID1124,Rent - Not Specified,121.84
ID1125,Own - None,65.04
ID1126,Own - None,254.92
ID1127,Own - None,258.5416666666667
ID1128,Own - None,169.72
ID1129,Own - None,41.32
ID1130,Own - Boarders,84.96
ID1131,Own - None,129.0
ID1132,Own - None,901.68
ID1133,Own - None,73.4
ID1134,Rent - Not Specified,135.28
ID1135,Own - None,62.48
ID1136,Own - None,85.0
ID1137,Own - None,51.666666666666664
ID1138,Own - None,102.68
ID1139,Own - None,132.58333333333334
ID1140,Own - None,85.32
ID1141,Own - None,142.08
ID1142,Own - None,449.5833333333333
ID1143,Own - None,104.24
ID1144,Own - None,140.52
ID1145,Own - None,104.76
ID1146,Own - None,80.92
ID1147,Rent - Not Specified,122.76
ID1148,Own - Renters,460.4
ID1149,Own - Renters,100.28
ID1150,Own - None,122.0
ID1151,Own - None,120.96
ID1152,Own - None,51.36
ID1153,Own - None,79.28
ID1154,Own - None,32.68
ID1155,Own - None,54.72
ID1156,Own - None,156.88
ID1157,Rent - Not Specified,63.16
ID1158,Own - Boarders,77.2
ID1159,Own - None,388.92
ID1160,Own - None,68.84
ID1161,Rent Free - Not Specified,95.72
ID1162,Rent - Not Specified,14.608695652173912
ID1163,Own - None,376.56
ID1164,Own - None,154.44
ID1165,Own - None,1015.56
ID1166,Own - None,84.04
ID1167,Own - None,113.2
ID1168,Own - None,102.16
ID1169,Own - None,52.68
ID1170,Own - None,26.12
ID1171,Own - None,110.28
ID1172,Own - None,33.24
ID1173,Own - None,24.16
ID1174,Own - None,48.68
ID1175,Own - None,226.76
ID1176,Own - None,274.72
ID1177,Own - None,243.84
ID1178,Own - None,31.16
ID1179,Rent - Not Specified,30.52
ID1180,Own - None,147.92
ID1181,Rent Free - Not Specified,68.36
ID1182,Own - None,70.2
ID1183,Own - None,237.52
ID1184,Own - None,492.64
ID1185,Own - None,39.6
ID1186,Own - Boarders,47.16
ID1187,Own - None,67.68
ID1188,Rent - Not Specified,250.44
ID1189,Own - None,214.92
ID1190,Rent - Not Specified,31.76
ID1191,Own - None,215.52
ID1192,Own - None,106.16
ID1193,Rent - Not Specified,185.76
ID1194,Own - None,78.12
ID1195,Own - None,31.904761904761905
ID1196,Own - None,217.6
ID1197,Own - None,189.84
ID1198,Own - None,50.88
ID1199,Own - None,136.08
ID1200,Rent - Not Specified,92.52
ID1201,Own - None,112.48
ID1202,Own - None,100.76
ID1203,Own - None,184.4
ID1204,Own - None,69.52
ID1205,Own - None,172.88
ID1206,Own - None,68.0
ID1207,Own - None,64.64
ID1208,Own - None,297.04
ID1209,Own - None,91.36
ID1210,Own - None,55.44
ID1211,Own - None,150.32
ID1212,Own - None,93.64
ID1213,Own - None,67.64
ID1214,Own - None,422.32
ID1215,Own - None,90.88
ID1216,Own - None,96.29166666666667
ID1217,Own - None,106.96
ID1218,Own - None,67.84
ID1219,Rent - Not Specified,78.24
ID1220,Own - None,89.04
ID1221,Own - None,72.66666666666667
ID1222,Rent - Not Specified,64.24
ID1223,Own - None,75.88
ID1224,Own - None,158.04
ID1225,Rent - Not Specified,130.92
ID1226,Own - Renters,12.24
ID1227,Own - None,249.72
ID1228,Rent - Not Specified,177.84
ID1229,Own - None,200.88
ID1230,Own - None,136.08
ID1231,Own - None,134.92
ID1232,Rent - Not Specified,108.56
ID1233,Rent - Not Specified,102.08
ID1234,Rent Free - Not Specified,94.76
ID1235,Rent - Not Specified,90.84
ID1236,Own - None,199.12
ID1237,Rent - Not Specified,134.48
ID1238,Own - None,112.28
ID1239,Own - None,47.64
ID1240,Rent Free - Not Specified,147.28
ID1241,Own - None,56.92
ID1242,Own - None,7.08
ID1243,Own - None,64.0
ID1244,Own - None,229.72
ID1245,Own - None,86.28
ID1246,Own - None,136.76
ID1247,Own - None,150.95833333333334
ID1248,Rent - Not Specified,68.6
ID1249,Own - None,142.2
ID1250,Own - None,81.12
ID1251,Rent - Not Specified,253.36
ID1252,Own - None,75.68
ID1253,Rent - Not Specified,125.84
ID1254,Own - None,158.2
ID1255,Own - None,134.04166666666666
ID1256,Own - None,151.6
ID1257,Own - None,131.4
ID1258,Own - None,115.92
ID1259,Own - None,37.48
ID1260,Own - Boarders,0.32
ID1261,Rent - Not Specified,71.2
ID1262,Own - None,429.48
ID1263,Own - None,117.56
ID1264,Own - None,64.28
ID1265,Rent - Not Specified,101.8
ID1266,Own - None,51.84
ID1267,Rent - Not Specified,134.8
ID1268,Own - None,59.32
ID1269,Own - None,1.64
ID1270,Own - None,86.28
ID1271,Own - None,197.04
ID1272,Rent - Not Specified,578.68
ID1273,Own - None,346.4
ID1274,Own - None,156.32
ID1275,Own - None,124.2
ID1276,Own - None,87.16
ID1277,Own - None,189.48
ID1278,Own - None,78.36
ID1279,Rent - Not Specified,116.12
ID1280,Own - None,45.52
ID1281,Rent - Not Specified,61.28
ID1282,Own - None,301.76
ID1283,Own - None,113.32
ID1284,Own - None,763.36
ID1285,Own - None,7.0
ID1286,Own - None,63.12
ID1287,Own - None,326.0
ID1288,Own - None,163.24
ID1289,Own - None,9.84
ID1290,Own - None,238.4
ID1291,Own - None,85.52
ID1292,Own - None,219.76
ID1293,Rent - Not Specified,16.16
ID1294,Own - None,17.2
ID1295,Own - None,86.08
ID1296,Own - None,93.64
ID1297,Own - None,69.4
ID1298,Own - None,120.28
ID1299,Own - None,117.12
ID1300,Own - None,102.56
ID1301,Own - None,124.72
ID1302,Own - None,105.68
ID1303,Own - None,29.96
ID1304,Own - None,148.4
ID1305,Own - None,134.8
ID1306,Own - None,44.52
ID1307,Rent - Not Specified,162.88
ID1308,Own - None,46.64
ID1309,Own - None,26.44
ID1310,Own - None,85.88
ID1311,Own - None,81.64
ID1312,Own - None,73.36
ID1313,Own - None,51.2
ID1314,Own - None,163.16
ID1315,Own - None,123.84
ID1316,Own - None,110.8
ID1317,Own - None,57.92
ID1318,Own - None,25.44
ID1319,Own - None,41.12
ID1320,Own - None,69.88
ID1321,Own - None,199.88
ID1322,Own - None,170.72
ID1323,Own - None,171.92
ID1324,Own - None,86.85714285714286
ID1325,Own - None,74.08
ID1326,Own - None,43.04
ID1327,Rent - Not Specified,124.88
ID1328,Own - None,151.4
ID1329,Own - None,190.48
ID1330,Own - None,182.4
ID1331,Rent - Not Specified,41.32
ID1332,Own - None,65.4
ID1333,Own - None,176.32
ID1334,Own - Boarders,174.28
ID1335,Own - None,425.72
ID1336,Own - None,238.68
ID1337,Own - None,105.88
ID1338,Own - None,114.48
ID1339,Rent - Not Specified,81.0
ID1340,Own - None,54.92
ID1341,Own - None,15.96
ID1342,Rent - Not Specified,108.0
ID1343,Own - None,112.0
ID1344,Own - None,92.56
ID1345,Own - None,284.08
ID1346,Own - None,206.84
ID1347,Rent - Not Specified,76.56
ID1348,Own - Renters,82.72
ID1349,Own - None,9.04
ID1350,Own - Renters,264.6
ID1351,Rent - Not Specified,143.2
ID1352,Own - None,82.12
ID1353,Own - None,101.8
ID1354,Own - None,224.12
ID1355,Rent - Not Specified,124.48
ID1356,Rent - Not Specified,83.32
ID1357,Own - None,177.8
ID1358,Rent - Not Specified,137.44
ID1359,Own - None,82.64
ID1360,Own - None,65.56
ID1361,Own - None,91.32
ID1362,Own - None,211.4
ID1363,Own - None,92.16
ID1364,Own - None,161.92
ID1365,Rent - Not Specified,42.44
ID1366,Own - None,95.32
ID1367,Own - None,96.92
ID1368,Own - None,39.88
ID1369,Own - None,136.8
ID1370,Own - None,61.68
ID1371,Own - None,87.24
ID1372,Own - None,49.0
ID1373,Own - None,55.72
ID1374,Own - None,135.72
ID1375,Rent - Not Specified,99.625
ID1376,Own - None,13.48
ID1377,Own - None,329.88
ID1378,Own - None,207.8
ID1379,Own - None,172.04
ID1380,Own - None,37.4
ID1381,Own - None,167.96
ID1382,Rent - Not Specified,156.6
ID1383,Own - None,82.56
ID1384,Own - None,153.6
ID1385,Own - None,130.12
ID1386,Own - None,82.0
ID1387,Own - None,35.56
ID1388,Rent - Not Specified,211.28
ID1389,Own - None,55.92
ID1390,Rent - Not Specified,24.84
ID1391,Own - None,82.32
ID1392,Rent - Not Specified,201.92
ID1393,Own - None,101.2
ID1394,Own - None,135.92
ID1395,Own - None,80.12
ID1396,Own - None,127.4
ID1397,Own - None,9.0
ID1398,Own - None,84.64
ID1399,Own - None,195.92
ID1400,Own - None,508.68
ID1401,Own - None,9.84
ID1402,Rent - Not Specified,87.0
ID1403,Own - None,21.48
ID1404,Own - None,97.44
ID1405,Own - None,0.0
ID1406,Own - Renters,170.04
ID1407,Own - None,166.96
ID1408,Own - None,122.28
ID1409,Own - None,40.72
ID1410,Rent - Not Specified,190.72
ID1411,Rent - Not Specified,95.68
ID1412,Own - None,88.72
ID1413,Own - None,72.56
ID1414,Own - None,101.65217391304348
ID1415,Own - None,225.88
ID1416,Own - None,56.84
ID1417,Own - None,154.56
ID1418,Own - None,63.76
ID1419,Own - None,45.88
ID1420,Own - None,199.96
ID1421,Own - None,89.48
ID1422,Own - None,83.6
ID1423,Own - None,137.56
ID1424,Own - None,112.0
ID1425,Own - None,116.12
ID1426,Own - None,109.76
ID1427,Own - None,66.16
ID1428,Rent - Not Specified,18.64
ID1429,Own - None,93.28
ID1430,Own - None,73.64
ID1431,Rent - Not Specified,22.16
ID1432,Own - None,31.92
ID1433,Rent - Not Specified,101.88
ID1434,Own - None,58.72
ID1435,Own - None,88.92
ID1436,Own - None,96.72
ID1437,Own - None,96.28
ID1438,Own - None,59.95652173913044
ID1439,Own - None,31.4
ID1440,Own - None,53.84
ID1441,Own - None,48.64
ID1442,Own - None,43.24
ID1443,Own - None,219.96
ID1444,Rent Free - Not Specified,112.82608695652173
ID1445,Own - None,171.12
ID1446,Own - None,9.24
ID1447,Own - None,85.12
ID1448,Own - None,24.2
ID1449,Own - None,116.88
ID1450,Own - None,65.64
ID1451,Own - None,54.08
ID1452,Rent - Not Specified,117.16
ID1453,Rent - Not Specified,36.4
ID1454,Own - None,151.16
ID1455,Own - None,184.12
ID1456,Own - None,87.72
ID1457,Own - None,88.72
ID1458,Own - None,355.08
ID1459,Own - None,84.08
ID1460,Rent - Not Specified,49.52173913043478
ID1461,Own - None,253.52
ID1462,Own - None,122.96
ID1463,Own - None,18.04
ID1464,Own - None,56.28
ID1465,Own - None,114.68
ID1466,Own - None,178.36
ID1467,Own - None,12.28
ID1468,Own - None,72.88
ID1469,Own - None,84.44
ID1470,Own - None,127.4
ID1471,Own - None,82.48
ID1472,Own - None,191.72
ID1473,Own - None,73.44
ID1474,Own - None,81.96
ID1475,Own - None,95.56
ID1476,Own - None,49.56
ID1477,Own - None,92.6
ID1478,Rent - Not Specified,458.88
ID1479,Own - None,90.04
ID1480,Own - None,140.8
ID1481,Own - None,201.52
ID1482,Own - None,51.36
ID1483,Own - None,81.44
ID1484,Own - None,524.0
ID1485,Rent - Not Specified,63.44
ID1486,Own - None,65.0
ID1487,Rent - Not Specified,34.88
ID1488,Own - None,145.84
ID1489,Own - None,89.96
ID1490,Own - None,124.92
ID1491,Own - Renters,186.72
ID1492,Own - None,107.92
ID1493,Own - None,97.44
ID1494,Own - None,72.84
ID1495,Own - None,19.2
ID1496,Own - None,290.4
ID1497,Own - None,125.32
ID1498,Own - None,84.64
ID1499,Own - None,178.92
ID1500,Own - None,81.4
ID1501,Rent - Not Specified,12.48
ID1502,Own - None,34.52
ID1503,Own - None,46.64
ID1504,Own - None,73.48
ID1505,Own - None,56.42857142857143
ID1506,Own - None,45.24
ID1507,Own - None,160.04
ID1508,Own - None,76.4
ID1509,Own - None,29.8
ID1510,Own - None,155.42857142857142
ID1511,Rent - Not Specified,49.52
ID1512,Own - None,203.32
ID1513,Rent - Not Specified,20.24
ID1514,Own - None,85.64
ID1515,Own - None,25.68
ID1516,Own - None,80.24
ID1517,Own - None,66.4
ID1518,Own - None,125.84
ID1519,Rent - Not Specified,77.8
ID1520,Rent - Not Specified,160.92
ID1521,Own - None,897.625
ID1522,Own - None,25.64
ID1523,Own - None,85.96
ID1524,Rent - Not Specified,93.08
ID1525,Own - None,172.08
ID1526,Own - None,65.24
ID1527,Own - None,74.08
ID1528,Own - None,59.36
ID1529,Own - None,73.04
ID1530,Own - None,61.24
ID1531,Own - None,82.44
ID1532,Own - None,76.8
ID1533,Own - None,84.64
ID1534,Own - None,23.16
ID1535,Own - None,166.92
ID1536,Rent - Not Specified,103.68
ID1537,Own - None,49.28
ID1538,Own - None,118.96
ID1539,Own - None,48.24
ID1540,Own - None,75.64
ID1541,Own - None,231.6
ID1542,Own - None,61.0
ID1543,Rent - Not Specified,85.32
ID1544,Own - None,63.84
ID1545,Own - None,133.76
ID1546,Own - None,124.64
ID1547,Own - Boarders,70.52
ID1548,Own - None,20.0
ID1549,Own - None,39.28
ID1550,Own - None,99.36
ID1551,Own - None,132.04
ID1552,Own - None,75.64
ID1553,Own - None,96.2
ID1554,Own - None,44.48
ID1555,Own - Renters,105.12
ID1556,Own - None,125.68
ID1557,Own - None,65.08
ID1558,Own - None,83.24
ID1559,Own - None,175.0
ID1560,Own - None,27.52
ID1561,Own - None,13.72
ID1562,Own - None,155.12
ID1563,Own - None,64.68
ID1564,Own - None,164.12
ID1565,Own - None,254.2
ID1566,Own - None,4.52
ID1567,Rent - Not Specified,132.96
ID1568,Own - None,29.32
ID1569,Own - None,61.68
ID1570,Own - None,137.68
ID1571,Own - None,79.04
ID1572,Own - None,62.25
ID1573,Rent - Not Specified,166.52
ID1574,Own - None,142.16
ID1575,Rent - Not Specified,59.76
ID1576,Own - None,140.6
ID1577,Own - None,20.96
ID1578,Own - None,317.12
ID1579,Own - None,118.6
ID1580,Own - None,108.04
ID1581,Own - None,261.08
ID1582,Own - None,63.96
ID1583,Own - None,200.75
ID1584,Own - None,12.6
ID1585,Own - None,108.6
ID1586,Own - None,124.0
ID1587,Own - None,103.64
ID1588,Rent - Not Specified,280.96
ID1589,Own - None,113.48
ID1590,Own - None,86.72
ID1591,Own - None,123.24
ID1592,Own - None,148.12
ID1593,Own - None,134.4
ID1594,Rent - Not Specified,141.6
ID1595,Own - None,68.44
ID1596,Own - None,86.16
ID1597,Rent (Paid by Employer) - Not Specified,95.24
ID1598,Own - None,91.28
ID1599,Own - None,123.0
ID1600,Own - None,259.4
ID1601,Rent - Not Specified,75.28
ID1602,Own - None,160.47826086956522
ID1603,Own - None,269.04
ID1604,Own - None,227.92
ID1605,Own - None,215.4
ID1606,Own - None,174.72
ID1607,Own - None,87.33333333333333
ID1608,Own - None,97.56
ID1609,Own - None,57.0
ID1610,Own - None,100.16
ID1611,Own - None,192.2
ID1612,Own - None,77.72
ID1613,Own - None,244.6
ID1614,Own - None,123.24
ID1615,Own - None,131.92
ID1616,Rent - Not Specified,97.96
ID1617,Own - None,107.16
ID1618,Own - None,94.48
ID1619,Rent - Not Specified,151.92
ID1620,Rent - Not Specified,229.96
ID1621,Own - None,244.96
ID1622,Own - None,238.4
ID1623,Rent - Not Specified,177.96
ID1624,Own - None,96.4
ID1625,Own - None,652.0
ID1626,Own - None,37.52
ID1627,Own - None,209.68
ID1628,Own - None,69.72
ID1629,Own - None,105.52
ID1630,Own - None,192.72
ID1631,Own - None,71.92
ID1632,Own - None,79.8
ID1633,Own - None,97.84
ID1634,Own - None,155.44
ID1635,Own - None,56.6
ID1636,Own - None,10.16
ID1637,Own - None,83.92
ID1638,Own - None,80.2
ID1639,Own - None,21.44
ID1640,Own - None,29.0
ID1641,Own - None,165.28
ID1642,Own - None,154.72
ID1643,Own - None,93.56
ID1644,Own - None,110.68
ID1645,Rent - Not Specified,59.16
ID1646,Own - None,216.0
ID1647,Own - None,113.96
ID1648,Own - None,72.08
ID1649,Own - None,67.72
ID1650,Own - None,117.44
ID1651,Own - None,121.0
ID1652,Own - None,72.72
ID1653,Own - None,428.36
ID1654,Rent Free - Not Specified,79.0
ID1655,Own - None,106.2
ID1656,Own - None,57.28
ID1657,Own - None,180.08
ID1658,Own - None,349.76
ID1659,Own - None,191.24
ID1660,Own - None,73.68
ID1661,Own - None,60.84
ID1662,Own - None,52.56
ID1663,Rent - Not Specified,159.08
ID1664,Own - None,97.68
ID1665,Own - None,238.04
ID1666,Own - None,417.88
ID1667,Own - None,95.32
ID1668,Own - None,123.44
ID1669,Own - None,205.2
ID1670,Own - None,32.48
ID1671,Own - None,68.04
ID1672,Own - None,231.88
ID1673,Own - None,61.04
ID1674,Own - None,56.68
ID1675,Rent - Not Specified,77.6
ID1676,Own - None,238.8
ID1677,Own - None,300.72
ID1678,Own - None,165.8
ID1679,Own - None,247.72
ID1680,Own - None,281.36
ID1681,Own - None,168.12
ID1682,Own - None,68.12
ID1683,Own - None,257.88
ID1684,Own - None,269.04
ID1685,Own - None,113.0
ID1686,Own - None,240.72
ID1687,Own - None,149.36
ID1688,Own - None,53.36
ID1689,Own - None,193.68
ID1690,Own - None,92.56
ID1691,Own - None,63.92
ID1692,Own - None,91.4
ID1693,Own - None,147.76
ID1694,Own - None,174.36
ID1695,Own - None,50.25
ID1696,Own - None,72.52
ID1697,Own - None,204.24
ID1698,Own - None,79.16
ID1699,Own - None,16.6
ID1700,Own - None,180.28
ID1701,Own - None,102.04
ID1702,Own - None,44.04
ID1703,Own - None,126.6
ID1704,Own - None,134.52
ID1705,Own - None,104.52
ID1706,Own - None,37.88
ID1707,Own - None,28.88
ID1708,Own - None,153.28
ID1709,Own - None,186.04166666666666
ID1710,Own - None,159.16
ID1711,Own - None,70.0
ID1712,Own - None,54.04
ID1713,Own - Boarders,183.76
ID1714,Own - None,122.52
ID1715,Own - None,190.8695652173913
ID1716,Rent - Not Specified,227.08
ID1717,Own - None,95.96
ID1718,Own - None,314.96
ID1719,Own - None,108.84
ID1720,Own - None,147.96
ID1721,Own - None,274.36
ID1722,Own - None,98.76
ID1723,Rent - Not Specified,92.44
ID1724,Own - None,40.88
ID1725,Own - None,505.44
ID1726,Own - None,63.32
ID1727,Own - None,65.32
ID1728,Own - None,122.72
ID1729,Own - None,162.92
ID1730,Own - None,187.88
ID1731,Own - None,61.8
ID1732,Own - None,137.4
ID1733,Rent Free - Not Specified,67.16
ID1734,Rent - Not Specified,155.24
ID1735,Own - Renters,7.64
ID1736,Own - None,121.08
ID1737,Own - None,139.72
ID1738,Own - None,81.0
ID1739,Own - None,152.68
ID1740,Own - None,64.48
ID1741,Own - None,144.44
ID1742,Own - None,148.88
ID1743,Own - None,588.4
ID1744,Rent Free - Not Specified,37.8
ID1745,Own - None,88.32
ID1746,Rent - Not Specified,145.16
ID1747,Own - None,543.2
ID1748,Own - None,67.28
ID1749,Rent Free - Not Specified,193.36
ID1750,Own - None,95.24
ID1751,Rent Free - Not Specified,150.96
ID1752,Own - None,100.72
ID1753,Own - None,108.2
ID1754,Own - None,68.4
ID1755,Own - None,53.44
ID1756,Own - None,58.12
ID1757,Own - None,133.72
ID1758,Own - None,109.64
ID1759,Own - None,21.44
ID1760,Own - None,56.28
ID1761,Own - None,68.8
ID1762,Own - None,402.96
ID1763,Own - None,25.76
ID1764,Own - None,115.16666666666667
ID1765,Own - None,63.4
ID1766,Own - None,67.84
ID1767,Rent - Not Specified,78.28
ID1768,Own - None,222.92
ID1769,Own - None,85.08
ID1770,Own - None,130.4
ID1771,Own - None,241.88
ID1772,Rent - Not Specified,8.6
ID1773,Own - None,198.48
ID1774,Own - None,149.4
ID1775,Own - None,102.48
ID1776,Own - None,120.4
ID1777,Rent - Not Specified,351.32
ID1778,Own - None,217.68
ID1779,Own - None,75.64
ID1780,Own - None,110.72
ID1781,Rent - Not Specified,364.68
ID1782,Own - None,3.52
ID1783,Own - None,0.12
ID1784,Own - None,292.16
ID1785,Own - None,81.88
ID1786,Own - None,41.04
ID1787,Rent - Not Specified,74.88
ID1788,Own - None,14.16
ID1789,Own - None,77.64
ID1790,Own - None,323.68
ID1791,Own - None,82.28
ID1792,Own - None,876.1363636363636
ID1793,Own - None,94.52
ID1794,Own - None,130.8
ID1795,Own - None,23.32
ID1796,Own - None,147.68
ID1797,Own - None,115.84
ID1798,Own - None,138.52
ID1799,Own - None,18.56
ID1800,Own - None,74.6
ID1801,Own - None,63.48
ID1802,Own - None,1.3043478260869565
ID1803,Own - None,76.72
ID1804,Own - None,89.24
ID1805,Rent - Not Specified,113.96
ID1806,Own - None,63.04
ID1807,Own - None,49.2
ID1808,Own - None,32.72
ID1809,Own - None,58.88
ID1810,Own - None,115.8
ID1811,Own - None,101.12
ID1812,Own - None,154.6153846153846
ID1813,Own - None,70.32
ID1814,Own - None,84.88
ID1815,Own - None,45.32
ID1816,Own - None,275.44
ID1817,Own - None,137.64
ID1818,Own - None,323.68
ID1819,Own - None,112.04
ID1820,Own - None,206.32
ID1821,Own - None,234.96
ID1822,Own - None,99.08
ID1823,Own - None,72.24
ID1824,Own - None,64.8
ID1825,Own - None,61.64
ID1826,Own - None,90.36
ID1827,Own - None,80.64
ID1828,Own - None,198.84
ID1829,Own - None,81.8
ID1830,Own - None,102.08
ID1831,Own - None,80.24
ID1832,Own - None,66.08
ID1833,Own - None,79.8
ID1834,Own - None,102.64
ID1835,Rent - Not Specified,131.76
ID1836,Rent - Not Specified,83.12
ID1837,Own - None,10.36
ID1838,Own - None,187.56
ID1839,Rent - Not Specified,34.72
ID1840,Own - None,60.6
ID1841,Own - None,7.0
ID1842,Own - None,103.2
ID1843,Own - None,138.72
ID1844,Own - None,91.36
ID1845,Own - None,156.28
ID1846,Own - None,180.8
ID1847,Own - None,184.68
ID1848,Own - None,96.92
ID1849,Own - None,0.0
ID1850,Own - None,137.8
ID1851,Own - None,75.56
ID1852,Own - None,20.44
ID1853,Own - None,112.52
ID1854,Own - None,163.16
ID1855,Own - None,114.24
ID1856,Rent - Not Specified,126.88
ID1857,Rent - Not Specified,155.16666666666666
ID1858,Rent - Not Specified,107.56
ID1859,Own - None,29.2
ID1860,Own - Renters,74.76
ID1861,Own - None,83.16
ID1862,Own - None,151.72
ID1863,Own - None,113.16
ID1864,Own - None,20.4
ID1865,Own - None,43.16
ID1866,Own - None,62.12
ID1867,Own - None,60.56
ID1868,Own - None,185.0
ID1869,Own - None,83.6
ID1870,Own - None,124.36
ID1871,Rent - Not Specified,92.96
ID1872,Own - None,452.6
ID1873,Own - None,118.21428571428571
ID1874,Own - None,138.64
ID1875,Own - None,158.44
ID1876,Own - None,48.72
