household_ID,avg_consumption,total_hours_appliances,num_appliances,num_lights,socio_economic_class
ID0531,164.92,289.78999999999996,26.0,14.0,SEC A
ID0532,76.16,9.0,11.0,8.0,SEC D
ID0533,233.44,215.75,44.0,27.0,SEC A
ID0534,66.64,176.0,10.0,7.0,SEC C
ID0535,71.24,178.1,8.0,11.0,SEC B
ID0536,63.2,211.5,15.0,11.0,SEC C
ID0537,71.96,242.5,10.0,10.0,SEC B
ID0538,105.72,243.0,11.0,9.0,SEC B
ID0539,436.36,268.25,17.0,36.0,SEC B
ID0540,98.0,0.25,4.0,5.0,SEC B
ID0541,159.52,239.66,13.0,7.0,SEC B
ID0542,98.0,178.0,25.0,21.0,SEC A
ID0543,323.28,212.85,29.0,20.0,SEC A
ID0544,209.4,181.813,17.0,32.0,SEC A
ID0545,432.72,255.95,36.0,48.0,SEC A
ID0546,230.04,369.5,44.0,14.0,SEC C
ID0547,201.04,215.575,34.0,29.0,SEC A
ID0548,42.36,175.0,7.0,3.0,SEC C
ID0549,609.1739130434783,201.5,22.0,28.0,SEC A
ID0550,148.36,298.74,19.0,50.0,SEC B
ID0551,167.24,183.57,23.0,18.0,SEC C
ID0552,39.36,28.810000000000002,11.0,6.0,SEC A
ID0553,56.76,220.1,20.0,10.0,SEC C
ID0554,214.36,358.52,25.0,23.0,SEC A
ID0555,361.2,207.05,14.0,10.0,SEC A
ID0556,73.48,0.0,6.0,7.0,SEC B
ID0557,107.04166666666667,189.81,12.0,6.0,SEC C
ID0558,293.8,218.14600000000002,22.0,29.0,SEC A
ID0559,94.28,243.0,9.0,11.0,SEC C
ID0560,86.2,240.0,12.0,25.0,SEC B
ID0561,75.08,260.3,12.0,14.0,SEC C
ID0562,28.72,0.0,4.0,8.0,SEC C
ID0563,78.44,199.62,11.0,12.0,SEC C
ID0564,143.92,282.75,23.0,13.0,SEC B
ID0565,176.6,177.0,6.0,4.0,SEC C
ID0566,214.44,158.31,16.0,10.0,SEC C
ID0567,78.52,171.5,8.0,7.0,SEC B
ID0568,185.04,383.25,19.0,15.0,SEC A
ID0569,132.48,196.5,12.0,14.0,SEC C
ID0570,99.32,267.56,15.0,11.0,SEC C
ID0571,316.76,173.25,8.0,14.0,SEC B
ID0572,99.52,214.0,9.0,42.0,SEC D
ID0573,70.88,258.25,12.0,7.0,SEC C
ID0574,82.24,242.75,10.0,14.0,SEC C
ID0575,92.44,5.5,4.0,10.0,SEC C
ID0576,131.36,218.45,14.0,26.0,SEC A
ID0577,90.8,257.8,17.0,9.0,SEC B
ID0578,90.4,232.0,8.0,7.0,SEC B
ID0579,119.96,200.75,28.0,24.0,SEC A
ID0580,129.08,205.14,17.0,19.0,SEC A
ID0581,120.24,102.5,7.0,5.0,SEC D
ID0582,47.36363636363637,2.75,6.0,10.0,SEC C
ID0583,26.84,0.0,2.0,1.0,SEC C
ID0584,101.4,169.0,5.0,4.0,SEC D
ID0585,78.64,196.82999999999998,9.0,9.0,SEC D
ID0586,157.6,253.525,14.0,7.0,SEC A
ID0587,111.08,94.7,7.0,6.0,SEC E
ID0588,101.52,179.46,10.0,17.0,SEC C
ID0589,130.04,210.35,17.0,11.0,SEC E
ID0590,118.8,443.33,15.0,110.0,SEC D
ID0591,78.4,200.0,12.0,27.0,SEC B
ID0592,127.64,244.0,14.0,10.0,SEC C
ID0593,58.72,35.0,5.0,4.0,SEC E
ID0594,56.2,35.0,9.0,5.0,SEC C
ID0595,132.6,163.75,15.0,14.0,SEC C
ID0596,186.16,199.32,7.0,6.0,SEC B
ID0597,194.96,217.0,15.0,15.0,SEC A
ID0598,48.92,13.3,13.0,21.0,SEC B
ID0599,96.12,22.0,7.0,5.0,SEC D
ID0600,348.9583333333333,175.57,13.0,16.0,SEC B
ID0601,185.4,185.5,9.0,8.0,SEC C
ID0602,258.72,182.0,12.0,10.0,SEC D
ID0603,35.9,3.0,8.0,8.0,SEC B
ID0604,93.36,184.5,10.0,8.0,SEC C
ID0605,139.92,102.75,6.0,10.0,SEC D
ID0606,51.52,168.0,3.0,6.0,SEC C
ID0607,63.4,192.0,9.0,11.0,SEC C
ID0608,87.68,171.75,12.0,24.0,SEC B
ID0609,230.16,224.25,19.0,25.0,SEC B
ID0610,110.16,239.35,12.0,11.0,SEC C
ID0611,152.12,182.36,14.0,25.0,SEC A
ID0612,181.36,230.2,19.0,19.0,SEC C
ID0613,46.32,289.5,20.0,18.0,SEC A
ID0614,116.64,166.0,7.0,10.0,SEC D
ID0615,74.88,198.5,9.0,21.0,SEC B
ID0616,31.36,2.0,4.0,24.0,SEC E
ID0617,124.2,35.0,8.0,14.0,SEC B
ID0618,103.4,278.82,26.0,12.0,SEC B
ID0619,85.52,168.66,7.0,7.0,SEC B
ID0620,93.8,169.75,15.0,10.0,SEC B
ID0621,142.16,247.32999999999998,11.0,11.0,SEC A
ID0622,158.95652173913044,179.3,12.0,90.0,SEC D
ID0623,87.2,177.25,11.0,10.0,SEC B
ID0624,108.44,178.08,12.0,12.0,SEC C
ID0625,87.28,493.15,47.0,21.0,SEC B
ID0626,40.6,292.0,15.0,9.0,SEC B
ID0627,89.76,207.0,9.0,8.0,SEC D
ID0628,84.36,169.6,5.0,14.0,SEC D
ID0629,99.72,206.55,18.0,29.0,SEC C
ID0630,327.92,283.1,17.0,23.0,SEC C
ID0631,272.08,533.0,16.0,17.0,SEC A
ID0632,31.64,170.0,15.0,8.0,SEC B
ID0633,110.6,257.15,24.0,23.0,SEC A
ID0634,132.28571428571428,167.25,9.0,16.0,SEC C
ID0635,47.48,172.25,10.0,42.0,SEC D
ID0636,102.24,172.08,10.0,6.0,SEC C
ID0637,95.2,184.5,16.0,12.0,SEC B
ID0638,64.44,216.0,6.0,7.0,SEC B
ID0639,50.6,0.0,4.0,6.0,SEC D
ID0640,89.0,174.5,15.0,10.0,SEC C
ID0641,161.52,216.5,19.0,9.0,SEC B
ID0642,47.28,26.25,8.0,5.0,SEC B
ID0643,95.6,185.3,10.0,11.0,SEC C
ID0644,114.16,28.5,6.0,9.0,SEC D
ID0645,78.6,171.24,12.0,5.0,SEC B
ID0646,0.44,213.82999999999998,10.0,11.0,SEC C
ID0647,37.48,22.0,3.0,5.0,SEC E
ID0648,129.96,136.25,12.0,8.0,SEC D
ID0649,102.72,190.57999999999998,8.0,18.0,SEC C
ID0650,33.08,0.0,1.0,28.0,SEC C
ID0651,63.041666666666664,3.75,7.0,3.0,SEC B
ID0652,133.88,172.5,8.0,6.0,SEC D
ID0653,137.28,95.25,11.0,11.0,SEC C
ID0654,195.8,273.5,24.0,13.0,SEC A
ID0655,120.92,35.99,12.0,5.0,SEC B
ID0656,99.64,176.66,10.0,4.0,SEC B
ID0657,157.6,170.45,11.0,20.0,SEC B
ID0658,81.8,187.57,10.0,10.0,SEC B
ID0659,110.64,206.8,11.0,10.0,SEC D
ID0660,81.12,24.25,7.0,6.0,SEC E
ID0661,430.0416666666667,188.53,13.0,26.0,SEC C
ID0662,119.48,173.0,12.0,17.0,SEC B
ID0663,71.92,168.0,3.0,8.0,SEC C
ID0664,148.48,226.81,16.0,17.0,SEC A
ID0665,29.84,9.25,4.0,4.0,SEC A
ID0666,185.20833333333334,271.08,16.0,9.0,SEC B
ID0667,120.76,29.5,7.0,6.0,SEC C
ID0668,41.4,220.88,13.0,6.0,SEC D
ID0669,426.36,178.55,12.0,9.0,SEC C
ID0670,59.08,84.0,11.0,6.0,SEC C
ID0671,254.72,498.5,32.0,36.0,SEC A
ID0672,54.12,212.86,17.0,14.0,SEC A
ID0673,30.0,11.75,9.0,5.0,SEC B
ID0674,66.8,38.1,9.0,5.0,SEC C
ID0675,150.16,205.05,13.0,12.0,SEC C
ID0676,201.6,209.0,12.0,12.0,SEC B
ID0677,0.04,21.0,5.0,5.0,SEC D
ID0678,88.08,288.5,12.0,10.0,SEC E
ID0679,117.2,200.1,13.0,18.0,SEC C
ID0680,198.6,201.25,11.0,9.0,SEC C
ID0681,74.24,178.82,24.0,23.0,SEC B
ID0682,86.12,173.5,8.0,22.0,SEC C
ID0683,69.0,78.0,10.0,14.0,SEC A
ID0684,185.32,183.06,17.0,24.0,SEC C
ID0685,39.92,186.56,12.0,13.0,SEC A
ID0686,379.32,261.5,17.0,12.0,SEC B
ID0687,56.04,162.23,8.0,8.0,SEC C
ID0688,18.68,3.5,4.0,4.0,SEC D
ID0689,74.56,180.0,10.0,12.0,SEC A
ID0690,76.84,169.0,8.0,5.0,SEC C
ID0691,151.0,77.525,15.0,7.0,SEC C
ID0692,138.68,187.0,7.0,9.0,SEC B
ID0693,106.52,246.5,22.0,14.0,SEC B
ID0694,324.6,200.75,11.0,20.0,SEC C
ID0695,87.63636363636364,37.25,6.0,5.0,SEC C
ID0696,159.36,208.05,14.0,13.0,SEC C
ID0697,13.24,1.066,2.0,8.0,SEC C
ID0698,54.4,207.07,26.0,89.0,SEC C
ID0699,85.08,113.0,16.0,7.0,SEC A
ID0700,235.92,173.0,13.0,17.0,SEC B
ID0701,182.3913043478261,305.0,20.0,39.0,SEC C
ID0702,29.32,75.0,11.0,15.0,SEC C
ID0703,91.32,11.5,5.0,14.0,SEC C
ID0704,180.08,184.0,9.0,6.0,SEC C
ID0705,59.68,0.33,7.0,4.0,SEC C
ID0706,128.68,61.413,6.0,7.0,SEC B
ID0707,57.96,190.12,7.0,8.0,SEC A
ID0708,67.12,197.5,19.0,16.0,SEC A
ID0709,145.72,271.51,20.0,20.0,SEC A
ID0710,145.0,186.47,18.0,13.0,SEC B
ID0711,86.08,257.06,11.0,14.0,SEC A
ID0712,0.0,29.3,10.0,7.0,SEC D
ID0713,213.44,360.8,26.0,22.0,SEC A
ID0714,107.12,233.12,13.0,8.0,SEC A
ID0715,151.04,113.0,6.0,5.0,SEC D
ID0716,87.56,208.0,9.0,10.0,SEC C
ID0717,100.56,191.0,9.0,4.0,SEC D
ID0718,111.84,7.0,2.0,7.0,SEC D
ID0719,298.28,181.5,12.0,11.0,SEC D
ID0720,61.84,119.0,8.0,10.0,SEC C
ID0721,303.68,173.0,6.0,10.0,SEC B
ID0722,51.56,4.0,6.0,8.0,SEC D
ID0723,100.56,196.25,18.0,14.0,SEC C
ID0724,39.44,0.25,5.0,8.0,SEC B
ID0725,108.36,140.0,7.0,8.0,SEC D
ID0726,93.76,195.56,15.0,8.0,SEC B
ID0727,56.52,2.0,6.0,6.0,SEC D
ID0728,167.8,174.0,8.0,13.0,SEC B
ID0729,33.16,198.0,7.0,5.0,SEC C
ID0730,7.76,0.0,0.0,0.0,SEC A
ID0731,196.16,42.5,8.0,21.0,SEC D
ID0732,67.0,417.5,17.0,9.0,SEC C
ID0733,247.56,416.83,45.0,27.0,SEC A
ID0734,83.4,202.94,16.0,7.0,SEC B
ID0735,28.24,0.0,2.0,7.0,SEC D
ID0736,114.95833333333333,237.56,28.0,42.0,SEC A
ID0737,77.68,0.0,4.0,4.0,SEC C
ID0738,160.32,220.95,13.0,6.0,SEC C
ID0739,143.64,14.75,10.0,12.0,SEC B
ID0740,11.92,187.83,12.0,9.0,SEC C
ID0741,588.0,270.25,17.0,23.0,SEC B
ID0742,62.92,168.25,6.0,4.0,SEC C
ID0743,29.2,197.99,10.0,5.0,SEC C
ID0744,132.24,174.25,19.0,15.0,SEC A
ID0745,91.08,213.0,9.0,7.0,SEC D
ID0746,42.48,206.75,13.0,15.0,SEC B
ID0747,159.04,274.7,18.0,28.0,SEC A
ID0748,136.72,223.46,18.0,12.0,SEC C
ID0749,88.92,76.25,8.0,7.0,SEC C
ID0750,115.16,192.0,13.0,5.0,SEC B
ID0751,295.88,197.14,21.0,24.0,SEC A
ID0752,115.68,234.0,7.0,6.0,SEC C
ID0753,216.52,199.75,13.0,14.0,SEC B
ID0754,99.96,169.91,8.0,5.0,SEC C
ID0755,96.48,168.75,5.0,3.0,SEC C
ID0756,120.72,172.4,15.0,17.0,SEC C
ID0757,79.72,183.32999999999998,19.0,22.0,SEC C
ID0758,80.84,190.0,9.0,6.0,SEC E
ID0759,65.16,18.5,5.0,3.0,SEC C
ID0760,20.4,0.0,2.0,3.0,SEC E
ID0761,219.76,234.0,17.0,12.0,SEC A
ID0762,138.56,212.5,16.0,17.0,SEC B
ID0763,85.04,240.35,9.0,9.0,SEC D
ID0764,121.8,169.0,6.0,8.0,SEC D
ID0765,172.32,177.66,15.0,14.0,SEC C
ID0766,104.72,192.0,19.0,17.0,SEC B
ID0767,61.84,173.66,11.0,6.0,SEC C
ID0768,112.72,257.25,11.0,11.0,SEC B
ID0769,288.08,285.4,19.0,23.0,SEC B
ID0770,92.2,181.5,8.0,8.0,SEC B
ID0771,141.88,193.06,13.0,7.0,SEC C
ID0772,371.68,541.5,59.0,99.0,SEC A
ID0773,166.2,188.06,11.0,16.0,SEC A
ID0774,213.04,186.64,14.0,18.0,SEC B
ID0775,297.04,219.05,31.0,56.0,SEC A
ID0776,23.72,17.0,4.0,4.0,SEC C
ID0777,194.96,251.7,16.0,23.0,SEC B
ID0778,44.04,145.33,7.0,7.0,SEC C
ID0779,100.4,174.39,18.0,24.0,SEC B
ID0780,132.56,222.07,19.0,9.0,SEC C
ID0781,432.2,128.6,36.0,24.0,SEC B
ID0782,103.36,218.5,5.0,7.0,SEC D
ID0783,0.24,15.25,3.0,13.0,SEC C
ID0784,1.72,6.0,6.0,10.0,SEC C
ID0785,67.08,203.82999999999998,10.0,15.0,SEC C
ID0786,60.24,201.32999999999998,8.0,9.0,SEC C
ID0787,61.88,207.82999999999998,9.0,9.0,SEC D
ID0788,40.6,180.0,6.0,10.0,SEC C
ID0789,136.4,192.11,21.0,23.0,SEC B
ID0790,5.84,21.0,3.0,7.0,SEC E
ID0791,95.36,201.15,15.0,10.0,SEC B
ID0792,179.08,7.25,14.0,14.0,SEC B
ID0793,233.48,94.4,8.0,10.0,SEC C
ID0794,45.72,4.0,5.0,5.0,SEC E
ID0795,61.0,0.5,9.0,4.0,SEC C
ID0796,405.36,202.75,22.0,14.0,SEC B
ID0797,92.52,507.35,18.0,7.0,SEC B
ID0798,293.96,518.235,20.0,20.0,SEC D
ID0799,95.16,211.525,13.0,11.0,SEC D
ID0800,214.8,218.75,17.0,34.0,SEC A
ID0801,18.12,25.3,11.0,10.0,SEC A
ID0802,135.2,213.5,13.0,7.0,SEC C
ID0803,120.52,395.07,25.0,20.0,SEC B
ID0804,12.0,186.75,13.0,12.0,SEC B
ID0805,37.08,5.25,5.0,8.0,SEC C
ID0806,255.92,197.69,19.0,16.0,SEC C
ID0807,79.76,173.5,14.0,13.0,SEC C
ID0808,119.88,71.5,20.0,17.0,SEC A
ID0809,86.92,191.0,10.0,9.0,SEC C
ID0810,75.04,0.0,2.0,9.0,SEC A
ID0811,129.72,214.8,14.0,6.0,SEC C
ID0812,47.96,83.08,6.0,4.0,SEC D
ID0813,154.92,124.5,17.0,12.0,SEC C
ID0814,143.64,213.5,10.0,20.0,SEC C
ID0815,102.64,212.3,13.0,7.0,SEC C
ID0816,75.96,240.91,15.0,8.0,SEC D
ID0817,86.12,90.5,10.0,11.0,SEC C
ID0818,26.64,90.0,5.0,7.0,SEC C
ID0819,136.24,245.25,13.0,20.0,SEC C
ID0820,96.52,215.06,9.0,48.0,SEC D
ID0821,60.92,6.5,6.0,6.0,SEC B
ID0822,225.96,274.0,26.0,16.0,SEC B
ID0823,119.12,245.92000000000002,19.0,12.0,SEC A
ID0824,58.52,252.5,9.0,4.0,SEC D
ID0825,90.04,180.66,13.0,12.0,SEC A
ID0826,113.76,231.55,8.0,5.0,SEC D
ID0827,81.96,183.5,10.0,4.0,SEC D
ID0828,162.92,209.0,18.0,21.0,SEC A
ID0829,56.12,158.58,10.0,5.0,SEC C
ID0830,211.2,348.1,21.0,8.0,SEC C
ID0831,39.88,172.0,5.0,70.0,SEC D
ID0832,149.88,244.5,16.0,9.0,SEC C
ID0833,378.08,226.32999999999998,40.0,37.0,SEC C
ID0834,114.32,237.75,34.0,22.0,SEC C
ID0835,46.12,39.0,8.0,7.0,SEC E
ID0836,85.24,182.14,11.0,8.0,SEC B
ID0837,68.48,203.32999999999998,8.0,4.0,SEC C
ID0838,34.28,209.75,17.0,9.0,SEC B
ID0839,75.44,206.5,8.0,4.0,SEC C
ID0840,235.4,215.8,28.0,67.0,SEC A
ID0841,493.9166666666667,569.1,52.0,28.0,SEC B
ID0842,36.0,169.5,15.0,28.0,SEC A
ID0843,306.28,216.79,28.0,33.0,SEC A
ID0844,249.96,210.32,21.0,17.0,SEC A
ID0845,108.4,189.66,10.0,14.0,SEC C
ID0846,136.84,222.81,11.0,133.0,SEC D
ID0847,100.4,184.5,25.0,19.0,SEC A
ID0848,83.84,7.05,7.0,3.0,SEC B
ID0849,162.96,423.75,15.0,9.0,SEC E
ID0850,146.36,237.57,35.0,20.0,SEC C
ID0851,69.92,194.0,8.0,4.0,SEC C
ID0852,115.76,201.62,16.0,21.0,SEC B
ID0853,142.44,205.91,23.0,9.0,SEC C
ID0854,32.16,2.41,12.0,13.0,SEC B
ID0855,83.28,173.65,7.0,4.0,SEC C
ID0856,0.12,199.15,19.0,45.0,SEC C
ID0857,169.56,286.25,19.0,27.0,SEC B
ID0858,79.16,184.7,9.0,5.0,SEC C
ID0859,127.88,176.83,12.0,12.0,SEC C
ID0860,88.88,225.25,9.0,12.0,SEC B
ID0861,86.88,8.25,8.0,13.0,SEC C
ID0862,103.76,193.0,13.0,24.0,SEC B
ID0863,88.48,168.5,3.0,6.0,SEC C
ID0864,155.76,37.5,9.0,18.0,SEC A
ID0865,184.48,201.57999999999998,13.0,12.0,SEC C
ID0866,26.64,200.55,13.0,6.0,SEC C
ID0867,126.8,95.0,9.0,14.0,SEC C
ID0868,198.32,549.25,37.0,29.0,SEC A
ID0869,45.96,46.25,12.0,5.0,SEC B
ID0870,127.08333333333333,238.41,22.0,30.0,SEC A
ID0871,39.08,171.91,11.0,11.0,SEC B
ID0872,92.28,196.0,5.0,6.0,SEC A
ID0873,102.47826086956522,157.91,13.0,17.0,SEC B
ID0874,0.04,63.56,9.0,40.0,SEC E
ID0875,49.52,178.9,15.0,7.0,SEC B
ID0876,58.44,14.25,5.0,8.0,SEC D
ID0877,231.48,206.25,22.0,8.0,SEC A
ID0878,80.8,176.71,9.0,6.0,SEC B
ID0879,61.04,190.25,20.0,9.0,SEC A
ID0880,54.0,376.5,31.0,32.0,SEC A
ID0881,99.24,38.0,8.0,10.0,SEC E
ID0882,195.88,259.25,13.0,19.0,SEC C
ID0883,93.84,75.0,9.0,8.0,SEC B
ID0884,89.16,201.0,11.0,15.0,SEC A
ID0885,72.28,38.5,9.0,11.0,SEC C
ID0886,186.44,315.75,14.0,13.0,SEC A
ID0887,176.88,191.5,17.0,20.0,SEC C
ID0888,127.6,230.0,16.0,19.0,SEC C
ID0889,61.84,204.18,13.0,13.0,SEC C
ID0890,52.48,203.0,14.0,6.0,SEC E
ID0891,2.28,73.0,10.0,2.0,SEC E
ID0892,142.08,262.35,32.0,21.0,SEC B
ID0893,163.52,227.16,17.0,26.0,SEC D
ID0894,84.44,224.25,14.0,7.0,SEC C
ID0895,147.2,263.25,16.0,9.0,SEC B
ID0896,40.08,28.5,5.0,5.0,SEC D
ID0897,759.04,498.75,36.0,39.0,SEC A
ID0898,53.76,43.33,4.0,13.0,SEC C
ID0899,333.76,279.2,31.0,38.0,SEC A
ID0900,80.8,185.0,9.0,9.0,SEC D
ID0901,270.16,3.0,8.0,150.0,SEC E
ID0902,159.0,204.0,12.0,8.0,SEC C
ID0903,0.96,0.0,3.0,4.0,SEC D
ID0904,86.0,208.75,21.0,48.0,SEC C
ID0905,95.6,183.0,5.0,5.0,SEC D
ID0906,134.44,106.58,14.0,10.0,SEC C
ID0907,285.84,225.3,22.0,8.0,SEC A
ID0908,163.88,217.25,27.0,27.0,SEC A
ID0909,84.92,201.5,10.0,6.0,SEC A
ID0910,39.16,188.0,4.0,3.0,SEC D
ID0911,95.12,197.0,7.0,4.0,SEC C
ID0912,201.56,183.5,17.0,12.0,SEC C
ID0913,105.12,182.0,6.0,7.0,SEC B
ID0914,43.76,14.0,4.0,4.0,SEC C
ID0915,51.24,1.0,2.0,5.0,SEC D
ID0916,214.92,183.25,14.0,9.0,SEC A
ID0917,234.36,206.5,16.0,13.0,SEC A
ID0918,32.76,67.0,7.0,8.0,SEC B
ID0919,124.72,175.25,8.0,42.0,SEC D
ID0920,50.5,62.3,6.0,6.0,SEC E
ID0921,56.0,149.0,9.0,7.0,SEC D
ID0922,118.72,196.3,15.0,6.0,SEC A
ID0923,153.68,342.31,30.0,22.0,SEC C
ID0924,78.76,197.0,14.0,8.0,SEC C
ID0925,105.84,180.25,8.0,8.0,SEC C
ID0926,1.4782608695652173,0.0,1.0,2.0,SEC B
ID0927,111.28,261.5,12.0,9.0,SEC C
ID0928,129.96,6.5,13.0,17.0,SEC B
ID0929,159.4,43.75,7.0,13.0,SEC C
ID0930,107.76,87.75,10.0,8.0,SEC C
ID0931,128.4,200.965,11.0,10.0,SEC A
ID0932,79.28,171.83,13.0,5.0,SEC D
ID0933,81.24,1.0,4.0,4.0,SEC D
ID0934,154.04,207.0,11.0,12.0,SEC B
ID0935,121.04,211.62,11.0,9.0,SEC D
ID0936,121.68,209.89,23.0,43.0,SEC A
ID0937,141.48,226.85,16.0,20.0,SEC B
ID0938,147.88,202.31,36.0,38.0,SEC A
ID0939,313.04,231.0,21.0,12.0,SEC C
ID0940,166.64,231.55,11.0,9.0,SEC C
ID0941,74.16,1.25,6.0,8.0,SEC C
ID0942,104.52,199.0,10.0,8.0,SEC D
ID0943,116.0,62.0,7.0,5.0,SEC E
ID0944,259.76,15.5,10.0,7.0,SEC C
ID0945,81.2,298.355,18.0,9.0,SEC A
ID0946,38.44,219.0,11.0,13.0,SEC B
ID0947,24.2,119.05,8.0,6.0,SEC C
ID0948,115.48,104.0,8.0,5.0,SEC E
ID0949,71.04,100.77,12.0,11.0,SEC D
ID0950,84.84,2.0,3.0,7.0,SEC D
ID0951,216.92,235.9,30.0,9.0,SEC B
ID0952,117.48,236.02,26.0,19.0,SEC C
ID0953,118.12,171.75,12.0,8.0,SEC D
ID0954,131.72727272727272,135.0,24.0,14.0,SEC A
ID0955,120.36,138.65,11.0,7.0,SEC C
ID0956,129.68,270.58,17.0,9.0,SEC C
ID0957,169.64,198.3,20.0,18.0,SEC D
ID0958,127.96,227.5,21.0,8.0,SEC A
ID0959,134.72,218.75,21.0,13.0,SEC D
ID0960,51.84,0.66,4.0,7.0,SEC C
ID0961,155.24,218.57999999999998,25.0,14.0,SEC D
ID0962,92.52,187.83,14.0,12.0,SEC B
ID0963,76.88,157.0,10.0,7.0,SEC C
ID0964,116.44,177.25,9.0,11.0,SEC C
ID0965,325.84,185.05,15.0,30.0,SEC A
ID0966,136.68,203.25,12.0,8.0,SEC B
ID0967,75.04,22.17,9.0,4.0,SEC E
ID0968,105.16,173.12,8.0,5.0,SEC B
ID0969,133.84,199.0,10.0,6.0,SEC C
ID0970,59.08,2.25,5.0,7.0,SEC C
ID0971,92.68,190.0,7.0,6.0,SEC C
ID0972,93.76,248.9,13.0,7.0,SEC C
ID0973,160.4,65.73,14.0,11.0,SEC C
ID0974,81.12,164.5,11.0,11.0,SEC C
ID0975,1227.72,181.5,13.0,15.0,SEC C
ID0976,224.0,285.55,20.0,15.0,SEC C
ID0977,134.88,203.0,8.0,7.0,SEC D
ID0978,79.76,120.45,11.0,9.0,SEC C
ID0979,103.52,263.56,8.0,6.0,SEC C
ID0980,281.88,212.25,25.0,23.0,SEC C
ID0981,132.96,195.0,19.0,17.0,SEC B
ID0982,554.48,221.0,13.0,11.0,SEC A
ID0983,342.68,260.795,27.0,21.0,SEC A
ID0984,105.52,196.25,15.0,11.0,SEC D
ID0985,186.12,178.5,13.0,11.0,SEC A
ID0986,249.08,280.15999999999997,25.0,36.0,SEC C
ID0987,325.0,231.25,26.0,17.0,SEC A
ID0988,84.48,191.5,8.0,9.0,SEC C
ID0989,44.04,27.0,5.0,5.0,SEC C
ID0990,77.52,213.31,10.0,6.0,SEC D
ID0991,62.92,22.0,8.0,5.0,SEC C
ID0992,50.92,0.0,3.0,6.0,SEC D
ID0993,93.56,195.11,10.0,9.0,SEC A
ID0994,147.48,176.65,7.0,11.0,SEC C
ID0995,54.44,1.5,5.0,8.0,SEC C
ID0996,40.28,214.62,13.0,19.0,SEC A
ID0997,73.88,173.5,10.0,17.0,SEC B
ID0998,60.04,196.75,12.0,6.0,SEC D
ID0999,79.28,154.25,10.0,5.0,SEC D
ID1000,58.72,172.3,8.0,4.0,SEC D
ID1001,86.875,172.81,10.0,16.0,SEC B
ID1002,80.0,182.25,7.0,5.0,SEC D
ID1003,139.0,211.5,11.0,12.0,SEC C
ID1004,22.64,193.5,20.0,14.0,SEC D
ID1005,81.72,185.75,18.0,20.0,SEC B
ID1006,101.08,189.62,25.0,30.0,SEC A
ID1007,113.28,172.25,12.0,12.0,SEC C
ID1008,102.84,179.16,20.0,14.0,SEC A
ID1009,206.28,210.75,21.0,14.0,SEC A
ID1010,83.08,59.25,13.0,7.0,SEC D
ID1011,95.4,18.5,8.0,10.0,SEC C
ID1012,53.72,25.5,8.0,7.0,SEC E
ID1013,140.88,228.0,15.0,8.0,SEC D
ID1014,25.64,4.63,14.0,9.0,SEC B
ID1015,75.92,24.1,12.0,7.0,SEC A
ID1016,110.12,130.26,10.0,6.0,SEC D
ID1017,126.2,246.75,7.0,8.0,SEC C
ID1018,66.4,20.25,13.0,22.0,SEC C
ID1019,84.84,199.0,7.0,6.0,SEC E
ID1020,55.8,205.0,11.0,10.0,SEC A
ID1021,42.64,176.25,15.0,21.0,SEC C
ID1022,67.68,25.14,7.0,14.0,SEC C
ID1023,86.36,224.57999999999998,7.0,7.0,SEC D
ID1024,121.52,164.83,10.0,15.0,SEC B
ID1025,147.92,306.36,19.0,35.0,SEC A
ID1026,61.44,191.25,12.0,31.0,SEC C
ID1027,111.12,209.75,18.0,25.0,SEC C
ID1028,204.68,245.185,21.0,13.0,SEC A
ID1029,85.92,0.0,1.0,7.0,SEC B
ID1030,146.64,309.0,33.0,20.0,SEC A
ID1031,125.68,172.49,12.0,12.0,SEC C
ID1032,78.36,170.83,12.0,8.0,SEC D
ID1033,58.08,183.25,8.0,8.0,SEC B
ID1034,100.12,265.99,23.0,22.0,SEC C
ID1035,38.16,20.0,4.0,6.0,SEC D
ID1036,97.6,211.86700000000002,15.0,31.0,SEC A
ID1037,85.28,173.5,9.0,6.0,SEC C
ID1038,96.72,267.75,19.0,12.0,SEC C
ID1039,169.64,184.0,8.0,19.0,SEC A
ID1040,155.88,103.83,17.0,16.0,SEC C
ID1041,76.0,56.0,7.0,8.0,SEC E
ID1042,122.33333333333333,242.12,14.0,11.0,SEC D
ID1043,176.68,214.5,25.0,31.0,SEC A
ID1044,102.48,288.47,41.0,13.0,SEC A
ID1045,9.24,0.0,1.0,2.0,SEC E
ID1046,200.92,11.0,9.0,7.0,SEC E
ID1047,75.0,202.0,8.0,6.0,SEC A
ID1048,57.04,212.25,19.0,17.0,SEC B
ID1049,89.6,215.55,19.0,17.0,SEC B
ID1050,100.16,206.025,12.0,8.0,SEC B
ID1051,360.52,209.65,12.0,28.0,SEC A
ID1052,90.8,225.32999999999998,14.0,10.0,SEC C
ID1053,152.36,176.2,23.0,14.0,SEC B
ID1054,278.6666666666667,294.99,41.0,24.0,SEC A
ID1055,86.28,201.0,14.0,9.0,SEC D
ID1056,94.70833333333333,28.0,1.0,6.0,SEC D
ID1057,159.88,229.0,11.0,5.0,SEC C
ID1058,105.68,179.41,13.0,10.0,SEC C
ID1059,101.48,120.33,12.0,9.0,SEC C
ID1060,35.36,28.0,5.0,4.0,SEC E
